date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:11:16	236002/236002	---M-Z	200	added ('OK')	text/html	date:Tue,%2003%20May%202022%2017:11:10%20GMT	https://www.remitly.com/us/en/users/login	C:/My%20Web%20Sites/remitly2/www.remitly.com/us/en/users/login.html	(from )
12:11:16	2757/2757	---MC-	200	added ('OK')	text/plain	date:Tue,%2003%20May%202022%2017:11:10%20GMT	https://www.remitly.com/robots.txt		(from )
12:11:17	143276/143276	---MCZ	200	added ('OK')	text/css	etag:W/%2241a448bc04787477783dabdf136486a5%22	http://dqyag3aekzepn.cloudfront.net/assets/brand-scss_a8601be05063216ec0f6e055f3f7ecf0.min.css	C:/My%20Web%20Sites/remitly2/dqyag3aekzepn.cloudfront.net/assets/brand-scss_a8601be05063216ec0f6e055f3f7ecf0.min.css	(from https://www.remitly.com/us/en/users/login)
12:11:17	71241/71241	---MCZ	200	added ('OK')	text/css	etag:W/%2205f7b5f0f0fffcdd9d9f650b283d484c%22	http://dqyag3aekzepn.cloudfront.net/assets/signed-out_431c0b97718cf5e70b9d02804d2f7617.min.css	C:/My%20Web%20Sites/remitly2/dqyag3aekzepn.cloudfront.net/assets/signed-out_431c0b97718cf5e70b9d02804d2f7617.min.css	(from https://www.remitly.com/us/en/users/login)
12:11:17	940/940	---M--	200	added ('OK')	text/css	etag:%229ff2cd11e8620713b3a81242fd27b538%22	http://dqyag3aekzepn.cloudfront.net/assets/less-overrides_79c9cabc92d7d2c80812a85e16c82b6f.min.css	C:/My%20Web%20Sites/remitly2/dqyag3aekzepn.cloudfront.net/assets/less-overrides_79c9cabc92d7d2c80812a85e16c82b6f.min.css	(from https://www.remitly.com/us/en/users/login)
12:11:18	161246/161246	---MCZ	200	added ('OK')	text/css	etag:W/%22f304cf9f542595d11967064c42a6a5b1%22	http://dqyag3aekzepn.cloudfront.net/assets/cms_411f6f5c2f4be409d082c78a5b2597e7.min.css	C:/My%20Web%20Sites/remitly2/dqyag3aekzepn.cloudfront.net/assets/cms_411f6f5c2f4be409d082c78a5b2597e7.min.css	(from https://www.remitly.com/us/en/users/login)
12:11:18	944/944	---M--	200	added ('OK')	image/png	etag:%22cf17a33f18b77c2dc54fed74cffc1d85%22	https://media.remitly.io/favicon_64x64_1d9b0f46f9f06dccc0.pJxANj5MOyQBtx4kg7wbc.png	C:/My%20Web%20Sites/remitly2/media.remitly.io/favicon_64x64_1d9b0f46f9f06dccc0.pJxANj5MOyQBtx4kg7wbc.png	(from https://www.remitly.com/us/en/users/login)
12:11:18	1090/1090	---M--	200	added ('OK')	image/png	etag:%22a78df3d798daed01376a2e00cf2f7283%22	https://media.remitly.io/favicon_76x76_366de4b6277451244a.7e3id1WPErXXOligoJNKs1.png	C:/My%20Web%20Sites/remitly2/media.remitly.io/favicon_76x76_366de4b6277451244a.7e3id1WPErXXOligoJNKs1.png	(from https://www.remitly.com/us/en/users/login)
12:11:18	1661/1661	---M--	200	added ('OK')	image/png	etag:%22cf52d71326c6c01e67421f222f21f25f%22	https://media.remitly.io/favicon_120x120_10b1bbff9d6fc610.2HCQygOMEZFzPlvbRQzWS1.png	C:/My%20Web%20Sites/remitly2/media.remitly.io/favicon_120x120_10b1bbff9d6fc610.2HCQygOMEZFzPlvbRQzWS1.png	(from https://www.remitly.com/us/en/users/login)
12:11:19	2217/2217	---M--	200	added ('OK')	image/png	etag:%22b96642824dd3eb109781aeb14611f3a6%22	https://media.remitly.io/favicon_152x152_fa8ac4af8d88bb79.5YUGJlGuKzcp7XY0GsJAep.png	C:/My%20Web%20Sites/remitly2/media.remitly.io/favicon_152x152_fa8ac4af8d88bb79.5YUGJlGuKzcp7XY0GsJAep.png	(from https://www.remitly.com/us/en/users/login)
12:11:19	2558/2558	---M--	200	added ('OK')	image/png	etag:%22c03fcebe172acbd8c487af46269fef07%22	https://media.remitly.io/favicon_167x167_f1c6726fcc695df6.4NCVwijQJZwuzOJD7llxJx.png	C:/My%20Web%20Sites/remitly2/media.remitly.io/favicon_167x167_f1c6726fcc695df6.4NCVwijQJZwuzOJD7llxJx.png	(from https://www.remitly.com/us/en/users/login)
12:11:19	3016/3016	---M--	200	added ('OK')	image/png	etag:%22bddca5e21caed7b82a70d46b13a62ffc%22	https://media.remitly.io/favicon_180x180_47e0f5d10fc5bdda.mF2bNq4K5hiIxn178ET8M.png	C:/My%20Web%20Sites/remitly2/media.remitly.io/favicon_180x180_47e0f5d10fc5bdda.mF2bNq4K5hiIxn178ET8M.png	(from https://www.remitly.com/us/en/users/login)
12:11:19	67930/67930	---MCZ	200	added ('OK')	text/css	etag:W/%226898da87e1d7756f836dd9b73e21c6ef%22	https://media.remitly.io/renderer-component-3rd-party-57a0008b4eb951d0913d.css	C:/My%20Web%20Sites/remitly2/media.remitly.io/renderer-component-3rd-party-57a0008b4eb951d0913d.css	(from https://www.remitly.com/us/en/users/login)
12:11:20	544/544	---M--	200	added ('OK')	image/png	etag:%22d1f1225c8460cd0a02aeba45289e675d%22	http://dqyag3aekzepn.cloudfront.net/assets/flags/USA_20x13@2x_d1f1225c8460cd0a02aeba45289e675d.png	C:/My%20Web%20Sites/remitly2/dqyag3aekzepn.cloudfront.net/assets/flags/USA_20x13@2x_d1f1225c8460cd0a02aeba45289e675d.png	(from https://www.remitly.com/us/en/users/login)
12:11:21	253581/253581	---M-Z	200	added ('OK')	text/html	date:Tue,%2003%20May%202022%2017:11:14%20GMT	https://www.remitly.com/us/en/users/register	C:/My%20Web%20Sites/remitly2/www.remitly.com/us/en/users/register.html	(from https://www.remitly.com/us/en/users/login)
12:11:22	20984/20984	---MCZ	200	added ('OK')	application/javascript	etag:W/%22275bcf4bd1c0ba040a8c0ec6b351ba07%22	http://dqyag3aekzepn.cloudfront.net/assets/proof-of-work_0fbda1f695d7c6d854b45908844c2278.min.js	C:/My%20Web%20Sites/remitly2/dqyag3aekzepn.cloudfront.net/assets/proof-of-work_0fbda1f695d7c6d854b45908844c2278.min.js	(from https://www.remitly.com/us/en/users/login)
12:11:22	20984/20984	---M--	200	added ('OK')	application/javascript	etag:%22275bcf4bd1c0ba040a8c0ec6b351ba07%22	https://www.remitly.com/assets/proof-of-work_0fbda1f695d7c6d854b45908844c2278.min.js?_cb=worker	C:/My%20Web%20Sites/remitly2/www.remitly.com/assets/proof-of-work_0fbda1f695d7c6d854b45908844c2278.min6a1c.js	(from https://www.remitly.com/us/en/users/login)
12:11:24	175436/175436	---M-Z	200	added ('OK')	text/html	date:Tue,%2003%20May%202022%2017:11:17%20GMT	https://www.remitly.com/us/en/users/forgot_password	C:/My%20Web%20Sites/remitly2/www.remitly.com/us/en/users/forgot_password.html	(from https://www.remitly.com/us/en/users/login)
12:11:24	44678/44678	---MCZ	200	added ('OK')	application/javascript	etag:W/%221dd58c38bf9ceff6e3f5fc8038f15552%22	http://dqyag3aekzepn.cloudfront.net/assets/bugsnag_690a01b90bdacf188fd0bcc707307611.min.js	C:/My%20Web%20Sites/remitly2/dqyag3aekzepn.cloudfront.net/assets/bugsnag_690a01b90bdacf188fd0bcc707307611.min.js	(from https://www.remitly.com/us/en/users/login)
12:11:24	43/43	---M--	200	added ('OK')	image/gif	date:Tue,%2003%20May%202022%2017:11:18%20GMT	https://7d8dbb8e0562.o3n.io/cdn/f1cygjgyw5r0d6qs1lsc70c5k/image.gif?l=	C:/My%20Web%20Sites/remitly2/7d8dbb8e0562.o3n.io/cdn/f1cygjgyw5r0d6qs1lsc70c5k/imagea2a0.gif	(from https://www.remitly.com/us/en/users/login)
12:11:24	4675/4675	---MCZ	200	added ('OK')	application/javascript	etag:W/%229a56ba668280234b30295bacd8c7bc1c%22	http://dqyag3aekzepn.cloudfront.net/assets/gtm-frame_1a8d2361292ca533c06e8ea5a87e6d3e.min.js	C:/My%20Web%20Sites/remitly2/dqyag3aekzepn.cloudfront.net/assets/gtm-frame_1a8d2361292ca533c06e8ea5a87e6d3e.min.js	(from https://www.remitly.com/us/en/users/login)
12:11:25	35008/35008	---MCZ	200	added ('OK')	application/javascript	etag:W/%22e9d22f28ef02a7ec55fc667681b66467%22	http://dqyag3aekzepn.cloudfront.net/assets/signed_out_new_9a762a24170b30b00e760695700dad1d.min.js	C:/My%20Web%20Sites/remitly2/dqyag3aekzepn.cloudfront.net/assets/signed_out_new_9a762a24170b30b00e760695700dad1d.min.js	(from https://www.remitly.com/us/en/users/login)
12:11:31	275663/275663	---MCZ	200	added ('OK')	application/javascript	etag:W/%2239aed72736793ab40f6316c89137d089%22	http://dqyag3aekzepn.cloudfront.net/assets/signed_out_0571e0826fdd15e4c78cc93125a89fb6.min.js	C:/My%20Web%20Sites/remitly2/dqyag3aekzepn.cloudfront.net/assets/signed_out_0571e0826fdd15e4c78cc93125a89fb6.min.js	(from https://www.remitly.com/us/en/users/login)
12:11:31	888853/888853	---MCZ	200	added ('OK')	application/javascript	etag:W/%2226111a2e4437b74b505177861cc6f858%22	https://media.remitly.io/caribou-renderer-client-0.1.1-469fd2748252f035a0d5.js	C:/My%20Web%20Sites/remitly2/media.remitly.io/caribou-renderer-client-0.1.1-469fd2748252f035a0d5.js	(from https://www.remitly.com/us/en/users/login)
12:11:31	15380/15380	---MCZ	200	added ('OK')	application/javascript	etag:W/%22f184725118bcdca5b6c78ac831a232fb%22	https://media.remitly.io/caribou-renderer-client-0.1.1-a9bc446904a7bce31853.js	C:/My%20Web%20Sites/remitly2/media.remitly.io/caribou-renderer-client-0.1.1-a9bc446904a7bce31853.js	(from https://www.remitly.com/us/en/users/login)
12:11:31	72329/72329	---MCZ	200	added ('OK')	application/javascript	etag:W/%227882b8d8652760afdd44c335adf0aa30%22	https://media.remitly.io/caribou-renderer-client-0.1.1-5e5829500ff564e25f60.js	C:/My%20Web%20Sites/remitly2/media.remitly.io/caribou-renderer-client-0.1.1-5e5829500ff564e25f60.js	(from https://www.remitly.com/us/en/users/login)
12:11:32	330/330	---M--	200	added ('OK')	application/javascript	etag:%22abb9addbb73b904edf9354d74e03965b%22	https://media.remitly.io/caribou-renderer-client-0.1.1-11e6cd30b459899ab862.js	C:/My%20Web%20Sites/remitly2/media.remitly.io/caribou-renderer-client-0.1.1-11e6cd30b459899ab862.js	(from https://www.remitly.com/us/en/users/login)
12:11:35	37976/37976	---M--	200	added ('OK')	binary/octet-stream	etag:%22ec2e23d5280e8c6049e3ed913c6ea61b%22	http://dqyag3aekzepn.cloudfront.net/assets/@remitly/icon-font/orca-icons.eot?h=82fbd041881ec4f715c05f1ea5361b07ef12f9cc8bb02e23f708c8a3d61bba31	C:/My%20Web%20Sites/remitly2/dqyag3aekzepn.cloudfront.net/assets/@remitly/icon-font/orca-icons5fa7.eot	(from http://dqyag3aekzepn.cloudfront.net/assets/brand-scss_a8601be05063216ec0f6e055f3f7ecf0.min.css)
12:11:35	328916/328916	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22f77b79148fdadfaf2ba74148c9ad70a5%22	http://dqyag3aekzepn.cloudfront.net/assets/@remitly/icon-font/orca-icons.svg?h=82fbd041881ec4f715c05f1ea5361b07ef12f9cc8bb02e23f708c8a3d61bba31	C:/My%20Web%20Sites/remitly2/dqyag3aekzepn.cloudfront.net/assets/@remitly/icon-font/orca-icons5fa7.svg	(from http://dqyag3aekzepn.cloudfront.net/assets/brand-scss_a8601be05063216ec0f6e055f3f7ecf0.min.css)
12:11:36	23188/23188	---M--	200	added ('OK')	binary/octet-stream	etag:%22b85e73b6f228193344edffc86209136f%22	http://dqyag3aekzepn.cloudfront.net/assets/@remitly/icon-font/orca-icons.woff?h=82fbd041881ec4f715c05f1ea5361b07ef12f9cc8bb02e23f708c8a3d61bba31	C:/My%20Web%20Sites/remitly2/dqyag3aekzepn.cloudfront.net/assets/@remitly/icon-font/orca-icons5fa7.woff	(from http://dqyag3aekzepn.cloudfront.net/assets/brand-scss_a8601be05063216ec0f6e055f3f7ecf0.min.css)
12:11:37	4269/4269	---M--	200	added ('OK')	image/png	etag:%224a8707addd19fa0af4e41b512cd5380b%22	http://dqyag3aekzepn.cloudfront.net/assets/banks/Gcash_delivery_logo3_4a8707addd19fa0af4e41b512cd5380b.png	C:/My%20Web%20Sites/remitly2/dqyag3aekzepn.cloudfront.net/assets/banks/Gcash_delivery_logo3_4a8707addd19fa0af4e41b512cd5380b.png	(from http://dqyag3aekzepn.cloudfront.net/assets/brand-scss_a8601be05063216ec0f6e055f3f7ecf0.min.css)
12:11:37	15043/15043	---M--	200	added ('OK')	image/jpeg	etag:%22d020a837953af0c33e0d1595f2f43af9%22	http://dqyag3aekzepn.cloudfront.net/assets/banks/logos_india_d020a837953af0c33e0d1595f2f43af9.jpg	C:/My%20Web%20Sites/remitly2/dqyag3aekzepn.cloudfront.net/assets/banks/logos_india_d020a837953af0c33e0d1595f2f43af9.jpg	(from http://dqyag3aekzepn.cloudfront.net/assets/brand-scss_a8601be05063216ec0f6e055f3f7ecf0.min.css)
12:11:39	37800/37800	---M--	200	added ('OK')	binary/octet-stream	etag:%229d216006a17b53df2f43fb57f2fa40df%22	http://dqyag3aekzepn.cloudfront.net/assets/@remitly/icon-font/orca-icons.ttf?h=82fbd041881ec4f715c05f1ea5361b07ef12f9cc8bb02e23f708c8a3d61bba31	C:/My%20Web%20Sites/remitly2/dqyag3aekzepn.cloudfront.net/assets/@remitly/icon-font/orca-icons5fa7.ttf	(from http://dqyag3aekzepn.cloudfront.net/assets/brand-scss_a8601be05063216ec0f6e055f3f7ecf0.min.css)
12:11:39	10510/10510	---M--	200	added ('OK')	image/png	etag:%22c9670513d742636dbba2f46e11ce0d40%22	http://dqyag3aekzepn.cloudfront.net/assets/banks/BBVA_c9670513d742636dbba2f46e11ce0d40.png	C:/My%20Web%20Sites/remitly2/dqyag3aekzepn.cloudfront.net/assets/banks/BBVA_c9670513d742636dbba2f46e11ce0d40.png	(from http://dqyag3aekzepn.cloudfront.net/assets/brand-scss_a8601be05063216ec0f6e055f3f7ecf0.min.css)
12:11:40	18989/18989	---M--	200	added ('OK')	image/png	etag:%22b712431db55ffd2079e1c48d4f381e56%22	http://dqyag3aekzepn.cloudfront.net/assets/banks/logos_mex_100x60_sprite_b712431db55ffd2079e1c48d4f381e56.png	C:/My%20Web%20Sites/remitly2/dqyag3aekzepn.cloudfront.net/assets/banks/logos_mex_100x60_sprite_b712431db55ffd2079e1c48d4f381e56.png	(from http://dqyag3aekzepn.cloudfront.net/assets/brand-scss_a8601be05063216ec0f6e055f3f7ecf0.min.css)
12:11:41	13195/13195	---M--	200	added ('OK')	image/png	etag:%22029704ba9d174be698111790ae411584%22	http://dqyag3aekzepn.cloudfront.net/assets/banks/BancoAgricola_029704ba9d174be698111790ae411584.png	C:/My%20Web%20Sites/remitly2/dqyag3aekzepn.cloudfront.net/assets/banks/BancoAgricola_029704ba9d174be698111790ae411584.png	(from http://dqyag3aekzepn.cloudfront.net/assets/brand-scss_a8601be05063216ec0f6e055f3f7ecf0.min.css)
12:11:41	40203/40203	---M--	200	added ('OK')	image/png	etag:%2267d27923817916bfec700990d6f95c23%22	http://dqyag3aekzepn.cloudfront.net/assets/banks/logos_67d27923817916bfec700990d6f95c23.png	C:/My%20Web%20Sites/remitly2/dqyag3aekzepn.cloudfront.net/assets/banks/logos_67d27923817916bfec700990d6f95c23.png	(from http://dqyag3aekzepn.cloudfront.net/assets/brand-scss_a8601be05063216ec0f6e055f3f7ecf0.min.css)
12:11:41	12998/12998	---M--	200	added ('OK')	image/png	etag:%22bef26d547337bb1a156e05e76c7c65b4%22	http://dqyag3aekzepn.cloudfront.net/assets/banks/BancoAtlantida_bef26d547337bb1a156e05e76c7c65b4.png	C:/My%20Web%20Sites/remitly2/dqyag3aekzepn.cloudfront.net/assets/banks/BancoAtlantida_bef26d547337bb1a156e05e76c7c65b4.png	(from http://dqyag3aekzepn.cloudfront.net/assets/brand-scss_a8601be05063216ec0f6e055f3f7ecf0.min.css)
12:11:44	28668/28668	---M--	200	added ('OK')	image/png	etag:%2281176453bec4749014814041a8e0e3b4%22	http://dqyag3aekzepn.cloudfront.net/assets/banks/BancoBolivariano_81176453bec4749014814041a8e0e3b4.png	C:/My%20Web%20Sites/remitly2/dqyag3aekzepn.cloudfront.net/assets/banks/BancoBolivariano_81176453bec4749014814041a8e0e3b4.png	(from http://dqyag3aekzepn.cloudfront.net/assets/brand-scss_a8601be05063216ec0f6e055f3f7ecf0.min.css)
12:11:44	18368/18368	---M--	200	added ('OK')	image/png	etag:%22aa7f2d5bdb259a29e1810fd221bb9fbf%22	http://dqyag3aekzepn.cloudfront.net/assets/banks/BancoGuayaquil_aa7f2d5bdb259a29e1810fd221bb9fbf.png	C:/My%20Web%20Sites/remitly2/dqyag3aekzepn.cloudfront.net/assets/banks/BancoGuayaquil_aa7f2d5bdb259a29e1810fd221bb9fbf.png	(from http://dqyag3aekzepn.cloudfront.net/assets/brand-scss_a8601be05063216ec0f6e055f3f7ecf0.min.css)
